Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
05/01/2022,04005,18,Coconino County,AZ,97.7,130480,90.9,130467,95,124825,95,114013,95,25054,95,110603,77.1,110600,81.4,13010,61.5,106867,85.8,97590,85.1,22049,95,51082,46.2,,,51053,47.8,48582,49.8,28019,61.5,14802,67.1,,,,,C,11,12,12,12,12,12,Metro,3,4,4,4,4,4,11,11,11,11,3,3,3,3,143476,135887,21161,124554,114726,18662,,,,,,,,
05/01/2022,04021,18,Pinal County,AZ,97.7,289712,62.6,289678,66.2,279937,70.7,260672,72.3,85405,88.4,250176,54.1,250168,57.2,23737,30.8,242412,61.2,226431,62.8,74295,76.9,96467,38.6,,,96435,39.8,93900,41.5,67702,52,41898,56.4,,,,,D,14,14,14,14,14,15,Metro,2,2,2,2,2,3,14,14,15,14,2,2,3,2,462789,437450,77025,396110,360425,96566,,,,,,,,
05/01/2022,04011,18,Greenlee County,AZ,97.7,4686,49.3,4686,53.6,4515,58.2,4238,61.2,991,76.4,4192,44.1,4192,47.9,358,19.7,4055,52.3,3834,55.3,940,72.5,1917,45.7,,,1916,47.3,1877,49,1217,61.5,655,69.7,,,,,C,9,9,9,10,10,11,Non-metro,5,5,5,6,6,7,11,11,11,11,7,7,7,7,9498,8743,1814,7754,6929,1297,,,,,,,,
04/30/2022,04012,17,La Paz County,AZ,97.7,12762,60.5,12760,63.4,12426,66.1,11588,65.8,5757,68.6,10244,48.5,10244,50.9,916,36.1,9987,53.1,9328,53,4789,57.1,3118,30.4,,,3116,31.2,3051,32.7,2591,37.3,1900,39.7,,,,,D,13,14,14,14,14,14,Non-metro,5,6,6,6,6,6,14,14,14,13,6,6,6,5,21108,20138,2536,18808,17602,8392,,,,,,,,
04/30/2022,04023,17,Santa Cruz County,AZ,97.7,73602,95,73590,95,66678,95,53092,95,11047,95,53099,95,53099,95,11463,95,49697,95,41636,95,9468,95,20068,37.8,,,20054,40.4,18190,43.7,11030,57.3,6062,64,,,,,D,16,16,16,16,16,16,Non-metro,8,8,8,8,8,8,14,15,15,14,6,7,7,6,46498,43279,9156,38439,34123,8591,,,,,,,,
04/30/2022,04015,17,Mohave County,AZ,97.7,107875,50.8,107870,53.1,106743,56.4,103556,58.6,49916,75.7,88510,41.7,88509,43.6,3222,12.3,87721,46.3,85287,48.2,41832,63.5,36013,40.7,,,36009,41,35659,41.8,31094,47.8,22289,53.3,,,,,D,13,13,13,13,13,14,Metro,1,1,1,1,1,2,15,15,15,14,3,3,3,2,212181,203031,26209,189385,176822,65910,,,,,,,,
04/30/2022,04005,17,Coconino County,AZ,97.7,130453,90.9,130441,95,124805,95,113994,95,25050,95,110578,77.1,110575,81.4,13003,61.4,106844,85.8,97572,85,22044,95,51013,46.1,,,50984,47.7,48520,49.7,27975,61.4,14778,67,,,,,C,11,12,12,12,12,12,Metro,3,4,4,4,4,4,11,11,11,11,3,3,3,3,143476,135887,21161,124554,114726,18662,,,,,,,,
04/30/2022,04021,17,Pinal County,AZ,97.7,289644,62.6,289610,66.2,279873,70.7,260613,72.3,85385,88.4,250071,54,250063,57.2,23701,30.8,242334,61.2,226362,62.8,74272,76.9,96321,38.5,,,96289,39.7,93762,41.4,67594,51.9,41826,56.3,,,,,D,14,14,14,14,14,15,Metro,2,2,2,2,2,3,14,14,15,14,2,2,3,2,462789,437450,77025,396110,360425,96566,,,,,,,,
04/30/2022,04011,17,Greenlee County,AZ,97.7,4686,49.3,4686,53.6,4515,58.2,4238,61.2,991,76.4,4192,44.1,4192,47.9,358,19.7,4055,52.3,3834,55.3,940,72.5,1915,45.7,,,1914,47.2,1875,48.9,1215,61.4,655,69.7,,,,,C,9,9,9,10,10,11,Non-metro,5,5,5,6,6,7,11,11,11,11,7,7,7,7,9498,8743,1814,7754,6929,1297,,,,,,,,
04/30/2022,04007,17,Gila County,AZ,97.7,37287,69,37280,72.8,36001,76.8,33952,78.3,13155,82.9,32073,59.4,32071,62.6,2627,33.5,31192,66.5,29444,67.9,11700,73.7,15016,46.8,,,15013,48.1,14604,49.6,10869,55.9,7267,62.1,,,,,D,14,14,14,15,15,15,Non-metro,6,6,6,7,7,7,15,15,15,14,7,7,7,6,54018,51197,7833,46872,43364,15869,,,,,,,,
04/30/2022,04019,17,Pima County,AZ,97.7,862723,82.4,862326,87.1,820201,90.5,756875,91,227317,95,724964,69.2,724741,73.2,78816,49.8,695622,76.8,645925,77.6,201662,94.9,334326,46.1,,,334126,48,321039,49.7,214976,61,133682,66.3,,,,,D,15,15,15,15,15,16,Metro,3,3,3,3,3,4,15,15,15,15,3,3,3,3,1047279,990261,158289,905833,831972,212554,,,,,,,,
04/30/2022,04025,17,Yavapai County,AZ,97.7,134067,57,134048,59.4,132345,62.7,128121,64.8,63251,82.7,110148,46.9,110143,48.8,4793,17.2,108799,51.5,105350,53.3,53859,70.5,48399,43.9,,,48391,44.5,47840,45.4,41147,51.4,30096,55.9,,,,,C,9,9,9,10,10,11,Metro,1,1,1,2,2,3,11,11,11,10,3,3,3,2,235099,225558,27934,211088,197624,76438,,,,,,,,
04/30/2022,04001,17,Apache County,AZ,97.7,88776,95,88757,95,80979,95,69690,95,15261,95,74302,95,74299,95,16261,95,68028,95,58038,95,13246,95,35400,47.6,,,35382,52,32348,55.7,18989,65.8,9410,71,,,,,D,16,16,16,16,16,16,Non-metro,8,8,8,8,8,8,15,16,16,15,7,8,8,7,71887,67054,14592,59355,52462,11334,,,,,,,,
04/30/2022,04013,17,Maricopa County,AZ,97.7,3013947,67.2,3013579,71.6,2896054,76.3,2674134,77.9,675286,95,2576443,57.4,2576408,61.2,274389,35.3,2487423,65.5,2302019,67.1,590380,84.8,1054441,40.9,,,1053974,42.4,1014578,44.1,645325,55.1,360109,61,,,,,C,10,10,10,11,11,12,Metro,2,2,2,3,3,4,11,11,11,10,3,3,3,2,4485414,4209295,776319,3798091,3432976,696331,,,,,,,,
04/30/2022,04027,17,Yuma County,AZ,97.7,191132,89.4,191039,95,179884,95,162504,95,40470,95,150531,70.4,150514,75.8,21622,56.2,142343,80,128892,80.4,31906,77.3,57911,38.5,,,57874,40.7,55301,42.9,35020,55.6,19374,60.7,,,,,D,15,15,16,16,16,15,Metro,3,3,4,4,4,3,14,15,15,14,2,3,3,2,213787,198675,38457,177868,160218,41302,,,,,,,,
04/30/2022,04017,17,Navajo County,AZ,97.7,102696,92.6,102674,95,95335,95,83059,95,23067,95,86269,77.8,86269,83.4,15971,73.7,80938,88.1,70298,85.9,19988,95,39580,45.9,,,39567,48.9,36622,52.1,23360,60.6,13013,65.1,,,,,D,15,16,16,16,16,16,Non-metro,7,8,8,8,8,8,15,15,16,15,7,7,8,7,110924,103477,21673,91873,81804,20829,,,,,,,,
04/30/2022,04003,17,Cochise County,AZ,97.7,101324,80.5,101309,85.3,96110,88.9,87177,88.1,26807,92.1,82015,65.1,82011,69.1,9426,47.6,78560,72.7,72585,73.4,23250,79.8,31493,38.4,,,31472,40.1,30446,41.9,22350,55.5,14419,62,,,,,D,15,15,15,15,15,15,Metro,3,3,3,3,3,3,14,15,15,14,2,3,3,2,125922,118765,19816,108094,98949,29118,,,,,,,,
04/30/2022,UNK,17,Unknown County,AZ,97.7,136399,,136345,,132206,,126915,,32535,,102609,,102594,,5392,,99967,,97202,,23638,,40192,39.2,,,40182,40.2,39867,41,31235,63.3,23477,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/30/2022,04009,17,Graham County,AZ,97.7,28453,73.3,28449,78.8,27028,84.6,24731,86.8,5810,95,24851,64,24850,68.8,2891,37.9,23883,74.8,21959,77.1,5421,95,10664,42.9,,,10660,44.6,10312,47,6151,56.6,3396,62.6,,,,,D,14,15,14,15,15,16,Non-metro,6,7,6,7,7,8,15,15,15,14,7,7,7,6,38837,36119,7634,31936,28485,5440,,,,,,,,
04/29/2022,04001,17,Apache County,AZ,97.7,88750,95,88731,95,80955,95,69668,95,15253,95,74271,95,74268,95,16253,95,68002,95,58015,95,13234,95,35356,47.6,,,35338,52,32306,55.7,18962,65.7,9398,71,,,,,D,16,16,16,16,16,16,Non-metro,8,8,8,8,8,8,15,16,16,15,7,8,8,7,71887,67054,14592,59355,52462,11334,,,,,,,,
04/29/2022,04021,17,Pinal County,AZ,97.7,289533,62.6,289499,66.2,279780,70.6,260521,72.3,85358,88.4,249974,54,249966,57.1,23679,30.7,242255,61.2,226287,62.8,74240,76.9,96169,38.5,,,96137,39.7,93616,41.4,67502,51.8,41769,56.3,,,,,D,14,14,14,14,14,15,Metro,2,2,2,2,2,3,14,14,15,14,2,2,3,2,462789,437450,77025,396110,360425,96566,,,,,,,,
04/29/2022,04023,17,Santa Cruz County,AZ,97.7,73585,95,73573,95,66662,95,53077,95,11041,95,53021,95,53021,95,11392,95,49680,95,41629,95,9464,95,20028,37.8,,,20014,40.3,18156,43.6,11010,57.2,6053,64,,,,,D,16,16,16,16,16,16,Non-metro,8,8,8,8,8,8,14,15,15,14,6,7,7,6,46498,43279,9156,38439,34123,8591,,,,,,,,
04/29/2022,04005,17,Coconino County,AZ,97.7,130440,90.9,130428,95,124792,95,113981,95,25044,95,110556,77.1,110553,81.4,13001,61.4,106824,85.8,97552,85,22030,95,50973,46.1,,,50944,47.7,48483,49.7,27944,61.4,14755,67,,,,,C,11,12,12,12,12,12,Metro,3,4,4,4,4,4,11,11,11,11,3,3,3,3,143476,135887,21161,124554,114726,18662,,,,,,,,
04/29/2022,04025,17,Yavapai County,AZ,97.7,134028,57,134009,59.4,132309,62.7,128087,64.8,63230,82.7,110115,46.8,110110,48.8,4792,17.2,108767,51.5,105318,53.3,53844,70.4,48323,43.9,,,48315,44.4,47766,45.4,41082,51.3,30048,55.8,,,,,C,9,9,9,10,10,11,Metro,1,1,1,2,2,3,11,11,11,10,3,3,3,2,235099,225558,27934,211088,197624,76438,,,,,,,,
04/29/2022,04007,17,Gila County,AZ,97.7,37282,69,37275,72.8,35995,76.8,33947,78.3,13152,82.9,32068,59.4,32066,62.6,2626,33.5,31188,66.5,29440,67.9,11699,73.7,14999,46.8,,,14996,48.1,14588,49.6,10859,55.8,7261,62.1,,,,,D,14,14,14,15,15,15,Non-metro,6,6,6,7,7,7,15,15,15,14,7,7,7,6,54018,51197,7833,46872,43364,15869,,,,,,,,
04/29/2022,04027,17,Yuma County,AZ,97.7,191071,89.4,190978,95,179828,95,162455,95,40461,95,150477,70.4,150460,75.7,21607,56.2,142302,80,128853,80.4,31895,77.2,57845,38.4,,,57808,40.6,55243,42.9,34977,55.6,19353,60.7,,,,,D,15,15,16,16,16,15,Metro,3,3,4,4,4,3,14,15,15,14,2,3,3,2,213787,198675,38457,177868,160218,41302,,,,,,,,
04/29/2022,UNK,17,Unknown County,AZ,97.7,136200,,136146,,132007,,126718,,32515,,102570,,102555,,5384,,99932,,97171,,23627,,40166,39.2,,,40156,40.2,39844,41,31223,63.3,23470,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2022,04003,17,Cochise County,AZ,97.7,101288,80.4,101273,85.3,96078,88.9,87145,88.1,26792,92,81987,65.1,81983,69,9419,47.5,78538,72.7,72564,73.3,23239,79.8,31430,38.3,,,31409,40,30384,41.9,22291,55.4,14375,61.9,,,,,D,15,15,15,15,15,15,Metro,3,3,3,3,3,3,14,15,15,14,2,3,3,2,125922,118765,19816,108094,98949,29118,,,,,,,,
04/29/2022,04019,17,Pima County,AZ,97.7,862444,82.4,862048,87.1,819946,90.5,756635,90.9,227180,95,724766,69.2,724543,73.2,78790,49.8,695443,76.8,645753,77.6,201563,94.8,333941,46.1,,,333741,48,320663,49.7,214661,60.9,133439,66.2,,,,,D,15,15,15,15,15,16,Metro,3,3,3,3,3,4,15,15,15,15,3,3,3,3,1047279,990261,158289,905833,831972,212554,,,,,,,,
04/29/2022,04013,17,Maricopa County,AZ,97.7,3013107,67.2,3012740,71.6,2895315,76.2,2673463,77.9,675049,95,2575698,57.4,2575663,61.2,274258,35.3,2486759,65.5,2301405,67,590153,84.8,1053054,40.9,,,1052587,42.3,1013250,44,644364,55,359465,60.9,,,,,C,10,10,10,11,11,12,Metro,2,2,2,3,3,4,11,11,11,10,3,3,3,2,4485414,4209295,776319,3798091,3432976,696331,,,,,,,,
04/29/2022,04017,17,Navajo County,AZ,97.7,102644,92.5,102622,95,95290,95,83016,95,23061,95,86235,77.7,86235,83.3,15955,73.6,80913,88.1,70280,85.9,19981,95,39507,45.8,,,39494,48.8,36556,52,23316,60.5,12983,65,,,,,D,15,16,16,16,16,16,Non-metro,7,8,8,8,8,8,15,15,16,15,7,7,8,7,110924,103477,21673,91873,81804,20829,,,,,,,,
04/29/2022,04011,17,Greenlee County,AZ,97.7,4686,49.3,4686,53.6,4515,58.2,4238,61.2,991,76.4,4192,44.1,4192,47.9,358,19.7,4055,52.3,3834,55.3,940,72.5,1915,45.7,,,1914,47.2,1875,48.9,1215,61.4,655,69.7,,,,,C,9,9,9,10,10,11,Non-metro,5,5,5,6,6,7,11,11,11,11,7,7,7,7,9498,8743,1814,7754,6929,1297,,,,,,,,
04/29/2022,04009,17,Graham County,AZ,97.7,28444,73.2,28441,78.7,27020,84.6,24723,86.8,5810,95,24842,64,24841,68.8,2890,37.9,23875,74.8,21951,77.1,5421,95,10652,42.9,,,10648,44.6,10300,46.9,6142,56.5,3392,62.6,,,,,D,14,15,14,15,15,16,Non-metro,6,7,6,7,7,8,15,15,15,14,7,7,7,6,38837,36119,7634,31936,28485,5440,,,,,,,,
04/29/2022,04012,17,La Paz County,AZ,97.7,12756,60.4,12754,63.3,12420,66,11582,65.8,5753,68.6,10239,48.5,10239,50.8,914,36,9982,53.1,9325,53,4787,57,3108,30.4,,,3106,31.1,3041,32.6,2583,37.2,1892,39.5,,,,,D,13,14,14,14,14,14,Non-metro,5,6,6,6,6,6,14,14,14,13,6,6,6,5,21108,20138,2536,18808,17602,8392,,,,,,,,
04/29/2022,04015,17,Mohave County,AZ,97.7,107853,50.8,107848,53.1,106722,56.4,103537,58.6,49906,75.7,88476,41.7,88475,43.6,3221,12.3,87687,46.3,85254,48.2,41807,63.4,35953,40.6,,,35949,41,35599,41.8,31037,47.7,22241,53.2,,,,,D,13,13,13,13,13,14,Metro,1,1,1,1,1,2,15,15,15,14,3,3,3,2,212181,203031,26209,189385,176822,65910,,,,,,,,
04/28/2022,04015,17,Mohave County,AZ,97.7,107835,50.8,107830,53.1,106704,56.3,103519,58.5,49897,75.7,88448,41.7,88447,43.6,3221,12.3,87659,46.3,85226,48.2,41788,63.4,35921,40.6,,,35917,41,35568,41.7,31009,47.7,22218,53.2,,,,,D,13,13,13,13,13,14,Metro,1,1,1,1,1,2,15,15,15,14,3,3,3,2,212181,203031,26209,189385,176822,65910,,,,,,,,
04/28/2022,04001,17,Apache County,AZ,97.7,88713,95,88694,95,80927,95,69647,95,15246,95,74229,95,74226,95,16233,95,67975,95,57993,95,13231,95,35310,47.6,,,35292,51.9,32266,55.6,18936,65.7,9384,70.9,,,,,D,16,16,16,16,16,16,Non-metro,8,8,8,8,8,8,15,16,16,15,7,8,8,7,71887,67054,14592,59355,52462,11334,,,,,,,,
04/28/2022,04007,17,Gila County,AZ,97.7,37275,69,37268,72.8,35989,76.8,33941,78.3,13150,82.9,32065,59.4,32063,62.6,2626,33.5,31185,66.5,29437,67.9,11698,73.7,14988,46.7,,,14985,48.1,14577,49.5,10851,55.8,7255,62,,,,,D,14,14,14,15,15,15,Non-metro,6,6,6,7,7,7,15,15,15,14,7,7,7,6,54018,51197,7833,46872,43364,15869,,,,,,,,
04/28/2022,04012,17,La Paz County,AZ,97.7,12753,60.4,12751,63.3,12417,66,11579,65.8,5752,68.5,10237,48.5,10237,50.8,914,36,9980,53.1,9323,53,4786,57,3103,30.3,,,3101,31.1,3036,32.6,2581,37.1,1891,39.5,,,,,D,13,14,14,14,14,14,Non-metro,5,6,6,6,6,6,14,14,14,13,6,6,6,5,21108,20138,2536,18808,17602,8392,,,,,,,,
04/28/2022,UNK,17,Unknown County,AZ,97.7,136066,,136012,,131874,,126587,,32490,,102532,,102517,,5382,,99894,,97135,,23614,,40148,39.2,,,40138,40.2,39827,41,31215,63.3,23465,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/28/2022,04013,17,Maricopa County,AZ,97.7,3012424,67.2,3012058,71.6,2894706,76.2,2672910,77.9,674837,95,2575090,57.4,2575056,61.2,274114,35.3,2486244,65.5,2300942,67,589951,84.7,1052031,40.9,,,1051566,42.3,1012266,44,643620,54.9,358945,60.8,,,,,C,10,10,10,11,11,12,Metro,2,2,2,3,3,4,11,11,11,10,3,3,3,2,4485414,4209295,776319,3798091,3432976,696331,,,,,,,,
04/28/2022,04019,17,Pima County,AZ,97.7,862195,82.3,861800,87,819730,90.5,756436,90.9,227086,95,724561,69.2,724338,73.1,78738,49.7,695275,76.8,645600,77.6,201497,94.8,333586,46,,,333386,48,320328,49.6,214409,60.8,133269,66.1,,,,,D,15,15,15,15,15,16,Metro,3,3,3,3,3,4,15,15,15,15,3,3,3,3,1047279,990261,158289,905833,831972,212554,,,,,,,,
04/28/2022,04023,17,Santa Cruz County,AZ,97.7,73571,95,73559,95,66649,95,53068,95,11036,95,52994,95,52994,95,11370,95,49656,95,41624,95,9462,95,20009,37.8,,,19995,40.3,18138,43.6,10994,57.1,6043,63.9,,,,,D,16,16,16,16,16,16,Non-metro,8,8,8,8,8,8,14,15,15,14,6,7,7,6,46498,43279,9156,38439,34123,8591,,,,,,,,
04/28/2022,04011,17,Greenlee County,AZ,97.7,4685,49.3,4685,53.6,4514,58.2,4237,61.1,991,76.4,4191,44.1,4191,47.9,358,19.7,4054,52.3,3833,55.3,940,72.5,1913,45.6,,,1912,47.2,1873,48.9,1214,61.3,655,69.7,,,,,C,9,9,9,10,10,11,Non-metro,5,5,5,6,6,7,11,11,11,11,7,7,7,7,9498,8743,1814,7754,6929,1297,,,,,,,,
04/28/2022,04021,17,Pinal County,AZ,97.7,289449,62.5,289415,66.2,279708,70.6,260455,72.3,85330,88.4,249880,54,249872,57.1,23652,30.7,242180,61.1,226220,62.8,74209,76.8,96064,38.4,,,96033,39.7,93513,41.3,67434,51.8,41720,56.2,,,,,D,14,14,14,14,14,15,Metro,2,2,2,2,2,3,14,14,15,14,2,2,3,2,462789,437450,77025,396110,360425,96566,,,,,,,,
04/28/2022,04025,17,Yavapai County,AZ,97.7,133980,57,133961,59.4,132264,62.7,128045,64.8,63202,82.7,110056,46.8,110051,48.8,4787,17.1,108708,51.5,105264,53.3,53810,70.4,48244,43.8,,,48236,44.4,47688,45.3,41013,51.3,29999,55.7,,,,,C,9,9,9,10,10,11,Metro,1,1,1,2,2,3,11,11,11,10,3,3,3,2,235099,225558,27934,211088,197624,76438,,,,,,,,
04/28/2022,04017,17,Navajo County,AZ,97.7,102579,92.5,102557,95,95236,95,82963,95,23052,95,86196,77.7,86196,83.3,15943,73.6,80882,88,70253,85.9,19968,95,39431,45.7,,,39418,48.7,36501,52,23275,60.5,12959,64.9,,,,,D,15,16,16,16,16,16,Non-metro,7,8,8,8,8,8,15,15,16,14,7,7,8,6,110924,103477,21673,91873,81804,20829,,,,,,,,
04/28/2022,04009,17,Graham County,AZ,97.7,28441,73.2,28438,78.7,27018,84.6,24721,86.8,5810,95,24839,64,24838,68.8,2889,37.8,23873,74.8,21949,77.1,5419,95,10646,42.9,,,10642,44.6,10294,46.9,6138,56.5,3388,62.5,,,,,D,14,15,14,15,15,16,Non-metro,6,7,6,7,7,8,15,15,15,14,7,7,7,6,38837,36119,7634,31936,28485,5440,,,,,,,,
04/28/2022,04003,17,Cochise County,AZ,97.7,101231,80.4,101216,85.2,96041,88.8,87113,88,26784,92,81970,65.1,81966,69,9413,47.5,78525,72.6,72553,73.3,23235,79.8,31409,38.3,,,31388,40,30364,41.9,22277,55.4,14366,61.8,,,,,D,15,15,15,15,15,15,Metro,3,3,3,3,3,3,14,15,15,14,2,3,3,2,125922,118765,19816,108094,98949,29118,,,,,,,,
04/28/2022,04005,17,Coconino County,AZ,97.7,130401,90.9,130389,95,124759,95,113950,95,25033,95,110496,77,110493,81.3,12987,61.4,106776,85.7,97506,85,22004,95,50909,46.1,,,50880,47.7,48431,49.7,27900,61.3,14731,66.9,,,,,C,11,12,12,12,12,12,Metro,3,4,4,4,4,4,11,11,11,11,3,3,3,3,143476,135887,21161,124554,114726,18662,,,,,,,,
04/28/2022,04027,17,Yuma County,AZ,97.7,191010,89.3,190917,95,179778,95,162410,95,40451,95,150437,70.4,150420,75.7,21594,56.2,142271,80,128826,80.4,31890,77.2,57786,38.4,,,57749,40.6,55189,42.8,34940,55.5,19335,60.6,,,,,D,15,15,16,16,16,15,Metro,3,3,4,4,4,3,14,15,15,14,2,3,3,2,213787,198675,38457,177868,160218,41302,,,,,,,,
04/27/2022,04019,17,Pima County,AZ,97.7,861874,82.3,861479,87,819441,90.5,756161,90.9,226962,95,724296,69.2,724073,73.1,78684,49.7,695047,76.7,645389,77.6,201399,94.8,333088,46,,,332889,47.9,319851,49.6,214035,60.8,133007,66,,,,,D,15,15,15,15,15,16,Metro,3,3,3,3,3,4,15,15,15,15,3,3,3,3,1047279,990261,158289,905833,831972,212554,,,,,,,,
04/27/2022,04001,17,Apache County,AZ,97.7,88686,95,88667,95,80905,95,69625,95,15239,95,74177,95,74174,95,16222,95,67932,95,57952,95,13215,95,35246,47.5,,,35228,51.9,32207,55.6,18898,65.6,9367,70.9,,,,,D,16,16,16,16,16,16,Non-metro,8,8,8,8,8,8,15,16,16,15,7,8,8,7,71887,67054,14592,59355,52462,11334,,,,,,,,
04/27/2022,04017,17,Navajo County,AZ,97.7,102540,92.4,102518,95,95204,95,82932,95,23045,95,86162,77.7,86162,83.3,15935,73.5,80854,88,70227,85.8,19959,95,39375,45.7,,,39362,48.7,36456,51.9,23243,60.4,12939,64.8,,,,,D,15,16,16,16,16,16,Non-metro,7,8,8,8,8,8,15,15,16,14,7,7,8,6,110924,103477,21673,91873,81804,20829,,,,,,,,
04/27/2022,UNK,17,Unknown County,AZ,97.7,135828,,135774,,131640,,126362,,32475,,102453,,102438,,5369,,99826,,97069,,23605,,40129,39.2,,,40119,40.2,39808,41,31205,63.3,23456,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/27/2022,04003,17,Cochise County,AZ,97.7,101208,80.4,101193,85.2,96020,88.8,87093,88,26776,92,81949,65.1,81945,69,9409,47.5,78506,72.6,72536,73.3,23230,79.8,31372,38.3,,,31351,39.9,30328,41.8,22253,55.3,14347,61.8,,,,,D,15,15,15,15,15,15,Metro,3,3,3,3,3,3,14,14,15,14,2,2,3,2,125922,118765,19816,108094,98949,29118,,,,,,,,
04/27/2022,04013,17,Maricopa County,AZ,97.7,3011384,67.1,3011020,71.5,2893813,76.2,2672090,77.8,674530,95,2574267,57.4,2574233,61.2,273924,35.3,2485551,65.4,2300309,67,589697,84.7,1050564,40.8,,,1050101,42.2,1010869,43.9,642608,54.9,358269,60.8,,,,,C,10,10,10,11,11,12,Metro,2,2,2,3,3,4,11,11,11,10,3,3,3,2,4485414,4209295,776319,3798091,3432976,696331,,,,,,,,
04/27/2022,04009,17,Graham County,AZ,97.7,28438,73.2,28435,78.7,27016,84.6,24720,86.8,5809,95,24836,63.9,24835,68.8,2888,37.8,23871,74.7,21947,77,5418,95,10638,42.8,,,10634,44.5,10287,46.9,6135,56.5,3386,62.5,,,,,D,14,15,14,15,15,16,Non-metro,6,7,6,7,7,8,15,15,15,14,7,7,7,6,38837,36119,7634,31936,28485,5440,,,,,,,,
04/27/2022,04005,17,Coconino County,AZ,97.7,130367,90.9,130355,95,124728,95,113920,95,25023,95,110473,77,110470,81.3,12982,61.3,106756,85.7,97488,85,22000,95,50856,46,,,50827,47.6,48379,49.6,27867,61.3,14707,66.8,,,,,C,11,12,12,12,12,12,Metro,3,4,4,4,4,4,11,11,11,11,3,3,3,3,143476,135887,21161,124554,114726,18662,,,,,,,,
04/27/2022,04012,17,La Paz County,AZ,97.7,12750,60.4,12748,63.3,12414,66,11576,65.8,5749,68.5,10235,48.5,10235,50.8,913,36,9978,53.1,9322,53,4786,57,3100,30.3,,,3098,31,3033,32.5,2578,37.1,1888,39.4,,,,,D,13,14,14,14,14,14,Non-metro,5,6,6,6,6,6,14,14,14,13,6,6,6,5,21108,20138,2536,18808,17602,8392,,,,,,,,
04/27/2022,04011,17,Greenlee County,AZ,97.7,4685,49.3,4685,53.6,4514,58.2,4237,61.1,991,76.4,4191,44.1,4191,47.9,358,19.7,4054,52.3,3833,55.3,940,72.5,1913,45.6,,,1912,47.2,1873,48.9,1214,61.3,655,69.7,,,,,C,9,9,9,10,10,11,Non-metro,5,5,5,6,6,7,11,11,11,11,7,7,7,7,9498,8743,1814,7754,6929,1297,,,,,,,,
