Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
01/19/2022,04019,3,Pima County,AZ,97.7,812665,77.6,812331,82,781447,86.3,724539,87.1,220863,95,684971,65.4,684755,69.1,,,667614,73.7,622841,74.9,196687,92.5,265420,38.7,,,,,259783,41.7,180822,52.7,115624,58.8,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,1047279,990261,,905833,831972,212554,,,,,,,,
01/19/2022,04009,3,Graham County,AZ,97.7,27144,69.9,27141,75.1,26095,81.7,23974,84.2,5753,95,23415,60.3,23414,64.8,,,22942,71.8,21229,74.5,5345,95,8417,35.9,,,,,8289,39,5322,49.8,3039,56.9,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,38837,36119,,31936,28485,5440,,,,,,,,
01/19/2022,04015,3,Mohave County,AZ,97.7,104134,49.1,104129,51.3,103302,54.5,100380,56.8,48824,74.1,84569,39.9,84568,41.7,,,84170,44.4,82025,46.4,40633,61.6,29692,35.1,,,,,29536,36,26260,41.6,19164,47.2,,,,,D,14,15,,15,15,15,Metro,2,3,,3,3,3,,,,,,,,,212181,203031,,189385,176822,65910,,,,,,,,
01/19/2022,04012,3,La Paz County,AZ,97.7,12250,58,12248,60.8,11966,63.6,11185,63.5,5617,66.9,9900,46.9,9900,49.2,,,9706,51.6,9084,51.6,4723,56.3,2553,25.8,,,,,2530,27.9,2224,32.6,1657,35.1,,,,,D,15,15,,16,16,15,Non-metro,7,7,,8,8,7,,,,,,,,,21108,20138,,18808,17602,8392,,,,,,,,
01/19/2022,04025,3,Yavapai County,AZ,97.7,130303,55.4,130285,57.8,128900,61.1,124937,63.2,62100,81.2,106280,45.2,106275,47.1,,,105405,49.9,102211,51.7,52548,68.7,41131,38.7,,,,,40859,40,35740,45.8,26447,50.3,,,,,C,11,11,,11,12,11,Metro,3,3,,3,4,3,,,,,,,,,235099,225558,,211088,197624,76438,,,,,,,,
01/19/2022,04013,3,Maricopa County,AZ,97.7,2881698,64.2,2881472,68.5,2792675,73.5,2585868,75.3,660117,94.8,2446406,54.5,2446376,58.1,,,2398093,63.1,2226916,64.9,577113,82.9,834647,34.1,,,,,819792,36.8,543429,47.5,311901,54,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,4485414,4209295,,3798091,3432976,696331,,,,,,,,
01/19/2022,04011,3,Greenlee County,AZ,97.7,4570,48.1,4570,52.3,4423,57,4160,60,985,75.9,4021,42.3,4021,46,,,3917,50.5,3719,53.7,933,71.9,1630,40.5,,,,,1610,43.3,1068,54.8,598,64.1,,,,,C,11,11,,12,12,12,Non-metro,7,7,,8,8,8,,,,,,,,,9498,8743,,7754,6929,1297,,,,,,,,
01/19/2022,04003,3,Cochise County,AZ,97.7,94807,75.3,94800,79.8,90946,84.1,83599,84.5,26111,89.7,76929,61.1,76928,64.8,,,74915,69.3,69989,70.7,22651,77.8,25469,33.1,,,,,25194,36,19265,49.3,12692,56,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,125922,118765,,108094,98949,29118,,,,,,,,
01/19/2022,04007,3,Gila County,AZ,97.7,35989,66.6,35984,70.3,34989,74.6,33096,76.3,12936,81.5,30601,56.6,30599,59.8,,,30143,64.3,28585,65.9,11491,72.4,12470,40.8,,,,,12315,43.1,9551,50.1,6514,56.7,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,54018,51197,,46872,43364,15869,,,,,,,,
01/19/2022,04017,3,Navajo County,AZ,97.7,94256,85,94243,91.1,89042,95,77818,95,22194,95,77794,70.1,77794,75.2,,,74883,81.5,65403,80,19148,91.9,28206,36.3,,,,,27320,41.8,18411,50.5,10584,55.3,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,110924,103477,,91873,81804,20829,,,,,,,,
01/19/2022,UNK,3,Unknown County,AZ,97.7,131524,0,131496,0,128232,0,123466,0,33281,0,98821,0,98815,0,,,97007,0,94675,0,23364,0,35502,35.9,,,,,35383,37.4,29220,59.8,22304,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/19/2022,04001,3,Apache County,AZ,97.7,80881,95,80866,95,74632,95,64141,95,14394,95,65654,91.3,65651,95,,,61741,95,52653,95,12340,95,26373,40.2,,,,,25205,47.9,15565,58.4,7915,64.1,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,71887,67054,,59355,52462,11334,,,,,,,,
01/19/2022,04005,3,Coconino County,AZ,97.7,126293,88,126283,92.9,121524,95,111120,95,24590,95,106601,74.3,106598,78.4,,,104016,83.5,95230,83,21559,95,42325,39.7,,,,,41154,43.2,24276,54.5,12958,60.1,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,143476,135887,,124554,114726,18662,,,,,,,,
01/18/2022,04027,3,Yuma County,AZ,97.7,171954,80.4,171882,86.5,163620,92,148002,92.4,38512,93.2,139100,65.1,139084,70,,,133958,75.3,122060,76.2,30871,74.7,40727,29.3,,,,,40238,33,27656,45.6,16341,52.9,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,213787,198675,,177868,160218,41302,,,,,,,,
01/18/2022,04005,3,Coconino County,AZ,97.7,125900,87.7,125890,92.6,121139,95,110751,95,24534,95,106471,74.2,106468,78.4,,,103892,83.4,95114,82.9,21547,95,42169,39.6,,,,,41020,43.1,24216,54.4,12930,60,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,143476,135887,,124554,114726,18662,,,,,,,,
01/18/2022,04013,3,Maricopa County,AZ,97.7,2868477,64,2868248,68.1,2779525,73.2,2573860,75,656216,94.2,2440310,54.4,2440278,58,,,2392576,63,2222231,64.7,576534,82.8,830665,34,,,,,816490,36.7,541883,47.4,311363,54,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,4485414,4209295,,3798091,3432976,696331,,,,,,,,
01/18/2022,04023,3,Santa Cruz County,AZ,97.7,60493,95,60490,95,56300,95,47140,95,10562,95,47873,95,47873,95,,,45891,95,40163,95,9311,95,14447,30.2,,,,,14071,35,9119,48.5,5207,55.9,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,46498,43279,,38439,34123,8591,,,,,,,,
01/18/2022,04015,3,Mohave County,AZ,97.7,103744,48.9,103739,51.1,102916,54.3,99999,56.6,48648,73.8,84361,39.8,84360,41.6,,,83963,44.3,81820,46.3,40564,61.5,29598,35.1,,,,,29446,36,26185,41.6,19119,47.1,,,,,D,14,15,,15,15,15,Metro,2,3,,3,3,3,,,,,,,,,212181,203031,,189385,176822,65910,,,,,,,,
01/18/2022,04017,3,Navajo County,AZ,97.7,94185,84.9,94172,91,88973,95,77752,95,22168,95,77749,70.1,77749,75.1,,,74841,81.5,65363,79.9,19136,91.9,28167,36.2,,,,,27282,41.7,18392,50.5,10581,55.3,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,110924,103477,,91873,81804,20829,,,,,,,,
01/18/2022,UNK,3,Unknown County,AZ,97.7,129568,0,129541,0,126354,0,121644,0,34443,0,96351,0,96346,0,,,94566,0,92277,0,23739,0,35532,36.9,,,,,35420,38.4,29255,60,22316,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/18/2022,04012,3,La Paz County,AZ,97.7,12230,57.9,12228,60.7,11946,63.5,11167,63.4,5603,66.8,9893,46.9,9893,49.1,,,9699,51.6,9078,51.6,4721,56.3,2540,25.7,,,,,2517,27.7,2211,32.4,1647,34.9,,,,,D,15,15,,16,16,15,Non-metro,7,7,,8,8,7,,,,,,,,,21108,20138,,18808,17602,8392,,,,,,,,
01/18/2022,04011,3,Greenlee County,AZ,97.7,4568,48.1,4568,52.2,4421,57,4159,60,985,75.9,4019,42.3,4019,46,,,3915,50.5,3718,53.7,933,71.9,1628,40.5,,,,,1608,43.2,1067,54.8,598,64.1,,,,,C,11,11,,12,12,12,Non-metro,7,7,,8,8,8,,,,,,,,,9498,8743,,7754,6929,1297,,,,,,,,
01/18/2022,04019,3,Pima County,AZ,97.7,804544,76.8,804210,81.2,773534,85.4,717541,86.2,218516,95,680653,65,680437,68.7,,,663447,73.2,619309,74.4,196219,92.3,264535,38.9,,,,,259093,41.8,180482,52.8,115470,58.8,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,1047279,990261,,905833,831972,212554,,,,,,,,
01/18/2022,04009,3,Graham County,AZ,97.7,27100,69.8,27097,75,26052,81.6,23934,84,5751,95,23394,60.2,23393,64.8,,,22923,71.8,21215,74.5,5344,95,8402,35.9,,,,,8275,39,5316,49.8,3038,56.8,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,38837,36119,,31936,28485,5440,,,,,,,,
01/18/2022,04007,3,Gila County,AZ,97.7,35901,66.5,35896,70.1,34908,74.5,33019,76.1,12891,81.2,30576,56.6,30574,59.7,,,30126,64.3,28571,65.9,11488,72.4,12426,40.6,,,,,12272,43,9522,50,6493,56.5,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,54018,51197,,46872,43364,15869,,,,,,,,
01/18/2022,04025,3,Yavapai County,AZ,97.7,129767,55.2,129749,57.5,128373,60.8,124430,63,61897,81,106020,45.1,106015,47,,,105154,49.8,101978,51.6,52482,68.7,41024,38.7,,,,,40760,40,35669,45.8,26409,50.3,,,,,C,11,11,,11,12,11,Metro,3,3,,3,4,3,,,,,,,,,235099,225558,,211088,197624,76438,,,,,,,,
01/18/2022,04001,3,Apache County,AZ,97.7,80764,95,80749,95,74533,95,64047,95,14371,95,65590,91.2,65587,95,,,61692,95,52607,95,12332,95,26287,40.1,,,,,25146,47.8,15546,58.4,7906,64.1,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,71887,67054,,59355,52462,11334,,,,,,,,
01/18/2022,04021,3,Pinal County,AZ,97.7,274387,59.3,274363,62.7,267384,67.5,249734,69.3,83129,86.1,235350,50.9,235343,53.8,,,231585,58.5,217221,60.3,72484,75.1,73535,31.2,,,,,72734,33.5,55308,43.7,35799,49.4,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,462789,437450,,396110,360425,96566,,,,,,,,
01/18/2022,04003,3,Cochise County,AZ,97.7,94662,75.2,94655,79.7,90336,83.6,83068,84,25916,89,77166,61.3,77165,65,,,74985,69.4,70115,70.9,22633,77.7,25372,32.9,,,,,25117,35.8,19223,49.1,12674,56,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,125922,118765,,108094,98949,29118,,,,,,,,
01/17/2022,04003,3,Cochise County,AZ,97.7,94615,75.1,94608,79.7,90298,83.5,83033,83.9,25912,89,77160,61.3,77159,65,,,74979,69.4,70109,70.9,22631,77.7,25338,32.8,,,,,25084,35.8,19211,49.1,12669,56,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,125922,118765,,108094,98949,29118,,,,,,,,
01/17/2022,04025,3,Yavapai County,AZ,97.7,129725,55.2,129707,57.5,128332,60.8,124396,62.9,61892,81,105993,45.1,105988,47,,,105130,49.8,101959,51.6,52480,68.7,40924,38.6,,,,,40672,39.9,35614,45.7,26385,50.3,,,,,C,11,11,,11,12,11,Metro,3,3,,3,4,3,,,,,,,,,235099,225558,,211088,197624,76438,,,,,,,,
01/17/2022,04005,3,Coconino County,AZ,97.7,125836,87.7,125826,92.6,121099,95,110718,95,24533,95,106436,74.2,106433,78.3,,,103869,83.4,95093,82.9,21545,95,42010,39.5,,,,,40928,43,24195,54.3,12923,60,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,143476,135887,,124554,114726,18662,,,,,,,,
01/17/2022,04017,3,Navajo County,AZ,97.7,94155,84.9,94142,91,88948,95,77730,95,22166,95,77738,70.1,77738,75.1,,,74831,81.5,65354,79.9,19136,91.9,28136,36.2,,,,,27253,41.7,18376,50.5,10576,55.3,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,110924,103477,,91873,81804,20829,,,,,,,,
01/17/2022,04019,3,Pima County,AZ,97.7,803635,76.7,803301,81.1,772887,85.3,716981,86.2,218475,95,680345,65,680129,68.7,,,663250,73.2,619142,74.4,196206,92.3,263408,38.7,,,,,258247,41.7,180147,52.7,115364,58.8,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,1047279,990261,,905833,831972,212554,,,,,,,,
01/17/2022,04013,3,Maricopa County,AZ,97.7,2866894,63.9,2866665,68.1,2778269,73.1,2572808,74.9,656132,94.2,2439476,54.4,2439444,58,,,2391898,63,2221644,64.7,576469,82.8,826793,33.9,,,,,813334,36.6,540575,47.3,310992,53.9,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,4485414,4209295,,3798091,3432976,696331,,,,,,,,
01/17/2022,04009,3,Graham County,AZ,97.7,27099,69.8,27096,75,26051,81.6,23933,84,5751,95,23393,60.2,23392,64.8,,,22922,71.8,21214,74.5,5344,95,8400,35.9,,,,,8273,39,5316,49.8,3038,56.8,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,38837,36119,,31936,28485,5440,,,,,,,,
01/17/2022,04027,3,Yuma County,AZ,97.7,171846,80.4,171774,86.5,163532,91.9,147924,92.3,38493,93.2,139073,65.1,139057,70,,,133943,75.3,122050,76.2,30871,74.7,40633,29.2,,,,,40152,32.9,27604,45.5,16324,52.9,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,213787,198675,,177868,160218,41302,,,,,,,,
01/17/2022,04021,3,Pinal County,AZ,97.7,274224,59.3,274200,62.7,267245,67.5,249619,69.3,83116,86.1,235291,50.8,235284,53.8,,,231531,58.5,217178,60.3,72478,75.1,73276,31.1,,,,,72505,33.4,55189,43.6,35760,49.3,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,462789,437450,,396110,360425,96566,,,,,,,,
01/17/2022,UNK,3,Unknown County,AZ,97.7,129501,0,129474,0,126297,0,121588,0,34435,0,96334,0,96329,0,,,94552,0,92264,0,23738,0,35506,36.9,,,,,35397,38.4,29248,59.9,22313,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/17/2022,04015,3,Mohave County,AZ,97.7,103699,48.9,103694,51.1,102876,54.3,99962,56.5,48637,73.8,84344,39.8,84343,41.5,,,83948,44.3,81805,46.3,40562,61.5,29525,35,,,,,29379,35.9,26134,41.5,19093,47.1,,,,,D,14,15,,15,15,15,Metro,2,3,,3,3,3,,,,,,,,,212181,203031,,189385,176822,65910,,,,,,,,
01/17/2022,04001,3,Apache County,AZ,97.7,80709,95,80694,95,74502,95,64026,95,14369,95,65570,91.2,65567,95,,,61683,95,52600,95,12332,95,26181,39.9,,,,,25075,47.7,15519,58.3,7899,64.1,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,71887,67054,,59355,52462,11334,,,,,,,,
01/17/2022,04012,3,La Paz County,AZ,97.7,12228,57.9,12226,60.7,11944,63.5,11165,63.4,5602,66.8,9893,46.9,9893,49.1,,,9699,51.6,9078,51.6,4721,56.3,2537,25.6,,,,,2514,27.7,2209,32.4,1647,34.9,,,,,D,15,15,,16,16,15,Non-metro,7,7,,8,8,7,,,,,,,,,21108,20138,,18808,17602,8392,,,,,,,,
01/17/2022,04011,3,Greenlee County,AZ,97.7,4568,48.1,4568,52.2,4421,57,4159,60,985,75.9,4019,42.3,4019,46,,,3915,50.5,3718,53.7,933,71.9,1628,40.5,,,,,1608,43.2,1067,54.8,598,64.1,,,,,C,11,11,,12,12,12,Non-metro,7,7,,8,8,8,,,,,,,,,9498,8743,,7754,6929,1297,,,,,,,,
01/17/2022,04007,3,Gila County,AZ,97.7,35895,66.5,35890,70.1,34902,74.5,33013,76.1,12889,81.2,30569,56.6,30567,59.7,,,30119,64.3,28564,65.9,11488,72.4,12411,40.6,,,,,12259,42.9,9514,50,6490,56.5,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,54018,51197,,46872,43364,15869,,,,,,,,
01/17/2022,04023,3,Santa Cruz County,AZ,97.7,60424,95,60421,95,56256,95,47101,95,10560,95,47854,95,47854,95,,,45877,95,40153,95,9311,95,14417,30.1,,,,,14043,35,9111,48.5,5202,55.9,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,46498,43279,,38439,34123,8591,,,,,,,,
01/16/2022,04019,2,Pima County,AZ,97.7,802722,76.6,802388,81,772266,85.3,716473,86.1,218437,95,679916,64.9,679700,68.6,,,662984,73.2,618940,74.4,196191,92.3,261420,38.4,,,,,256752,41.5,179527,52.5,115158,58.7,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,1047279,990261,,905833,831972,212554,,,,,,,,
01/16/2022,04025,2,Yavapai County,AZ,97.7,129629,55.1,129611,57.5,128246,60.8,124316,62.9,61875,80.9,105945,45.1,105940,47,,,105084,49.8,101917,51.6,52468,68.6,40711,38.4,,,,,40471,39.7,35490,45.6,26326,50.2,,,,,C,11,11,,11,12,11,Metro,3,3,,3,4,3,,,,,,,,,235099,225558,,211088,197624,76438,,,,,,,,
01/16/2022,04003,2,Cochise County,AZ,97.7,94540,75.1,94533,79.6,90252,83.5,82995,83.9,25909,89,77120,61.2,77119,64.9,,,74957,69.3,70091,70.8,22626,77.7,25244,32.7,,,,,25002,35.7,19177,49,12653,55.9,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,125922,118765,,108094,98949,29118,,,,,,,,
01/16/2022,04021,2,Pinal County,AZ,97.7,273835,59.2,273811,62.6,266983,67.4,249395,69.2,83090,86,235156,50.8,235149,53.8,,,231432,58.4,217093,60.2,72471,75,72666,30.9,,,,,71957,33.1,54940,43.4,35670,49.2,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,462789,437450,,396110,360425,96566,,,,,,,,
01/16/2022,04023,2,Santa Cruz County,AZ,97.7,60220,95,60217,95,56066,95,46989,95,10558,95,47743,95,47743,95,,,45788,95,40111,95,9308,95,14377,30.1,,,,,14017,34.9,9103,48.4,5202,55.9,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,46498,43279,,38439,34123,8591,,,,,,,,
01/16/2022,04012,2,La Paz County,AZ,97.7,12222,57.9,12220,60.7,11939,63.5,11160,63.4,5600,66.7,9893,46.9,9893,49.1,,,9699,51.6,9078,51.6,4721,56.3,2536,25.6,,,,,2514,27.7,2209,32.4,1647,34.9,,,,,D,15,15,,16,16,15,Non-metro,7,7,,8,8,7,,,,,,,,,21108,20138,,18808,17602,8392,,,,,,,,
01/16/2022,04013,2,Maricopa County,AZ,97.7,2864287,63.9,2864058,68,2776400,73.1,2571259,74.9,655991,94.2,2438095,54.4,2438063,57.9,,,2390830,62.9,2220704,64.7,576354,82.8,820085,33.6,,,,,807510,36.4,538135,47.1,310193,53.8,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,4485414,4209295,,3798091,3432976,696331,,,,,,,,
01/16/2022,04005,2,Coconino County,AZ,97.7,125747,87.6,125737,92.5,121041,95,110664,95,24529,95,106395,74.2,106392,78.3,,,103840,83.4,95071,82.9,21543,95,41818,39.3,,,,,40785,42.9,24154,54.2,12915,59.9,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,143476,135887,,124554,114726,18662,,,,,,,,
01/16/2022,04011,2,Greenlee County,AZ,97.7,4566,48.1,4566,52.2,4419,57,4157,60,985,75.9,4018,42.3,4018,46,,,3914,50.5,3717,53.6,933,71.9,1626,40.5,,,,,1606,43.2,1066,54.7,598,64.1,,,,,C,11,11,,12,12,12,Non-metro,7,7,,8,8,8,,,,,,,,,9498,8743,,7754,6929,1297,,,,,,,,
01/16/2022,04001,2,Apache County,AZ,97.7,80605,95,80591,95,74443,95,63976,95,14363,95,65518,91.1,65515,95,,,61648,95,52574,95,12331,95,26046,39.8,,,,,24993,47.5,15489,58.2,7892,64,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,71887,67054,,59355,52462,11334,,,,,,,,
01/16/2022,04015,2,Mohave County,AZ,97.7,103618,48.8,103613,51,102803,54.3,99897,56.5,48629,73.8,84315,39.7,84314,41.5,,,83921,44.3,81782,46.3,40556,61.5,29312,34.8,,,,,29186,35.7,25996,41.3,19027,46.9,,,,,D,14,15,,15,15,15,Metro,2,3,,3,3,3,,,,,,,,,212181,203031,,189385,176822,65910,,,,,,,,
01/16/2022,UNK,2,Unknown County,AZ,97.7,129411,0,129384,0,126220,0,121515,0,34427,0,96314,0,96309,0,,,94538,0,92252,0,23738,0,35465,36.8,,,,,35361,38.3,29238,59.9,22310,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/2022,04027,2,Yuma County,AZ,97.7,171677,80.3,171605,86.4,163400,91.9,147807,92.3,38466,93.1,139004,65,138988,70,,,133903,75.3,122022,76.2,30867,74.7,40467,29.1,,,,,40002,32.8,27532,45.4,16299,52.8,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,213787,198675,,177868,160218,41302,,,,,,,,
01/16/2022,04007,2,Gila County,AZ,97.7,35870,66.4,35865,70.1,34889,74.4,33004,76.1,12889,81.2,30557,56.6,30555,59.7,,,30108,64.2,28555,65.8,11486,72.4,12343,40.4,,,,,12199,42.7,9486,49.8,6481,56.4,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,54018,51197,,46872,43364,15869,,,,,,,,
01/16/2022,04017,2,Navajo County,AZ,97.7,94067,84.8,94054,90.9,88902,95,77695,95,22161,95,77683,70,77683,75.1,,,74797,81.4,65327,79.9,19128,91.8,27985,36,,,,,27147,41.6,18296,50.3,10526,55,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,110924,103477,,91873,81804,20829,,,,,,,,
01/16/2022,04009,2,Graham County,AZ,97.7,27041,69.6,27038,74.9,26014,81.5,23907,83.9,5751,95,23373,60.2,23372,64.7,,,22911,71.7,21205,74.4,5343,95,8343,35.7,,,,,8227,38.8,5302,49.6,3035,56.8,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,38837,36119,,31936,28485,5440,,,,,,,,
01/15/2022,04023,2,Santa Cruz County,AZ,97.7,60067,95,60064,95,55941,95,46881,95,10554,95,47686,95,47686,95,,,45757,95,40094,95,9308,95,14316,30,,,,,13961,34.8,9080,48.3,5192,55.8,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,46498,43279,,38439,34123,8591,,,,,,,,
01/15/2022,04012,2,La Paz County,AZ,97.7,12206,57.8,12204,60.6,11925,63.4,11148,63.3,5590,66.6,9890,46.9,9890,49.1,,,9696,51.6,9075,51.6,4720,56.2,2518,25.5,,,,,2497,27.5,2197,32.2,1636,34.7,,,,,D,15,15,,16,16,15,Non-metro,7,7,,8,8,7,,,,,,,,,21108,20138,,18808,17602,8392,,,,,,,,
01/15/2022,04011,2,Greenlee County,AZ,97.7,4556,48,4556,52.1,4412,56.9,4151,59.9,984,75.9,4010,42.2,4010,45.9,,,3908,50.4,3712,53.6,933,71.9,1600,39.9,,,,,1581,42.6,1054,54.1,593,63.6,,,,,C,11,11,,12,12,12,Non-metro,7,7,,8,8,8,,,,,,,,,9498,8743,,7754,6929,1297,,,,,,,,
01/15/2022,04003,2,Cochise County,AZ,97.7,94270,74.9,94263,79.4,90078,83.3,82853,83.7,25889,88.9,76922,61.1,76921,64.8,,,74872,69.3,70022,70.8,22607,77.6,24906,32.4,,,,,24691,35.3,19020,48.6,12591,55.7,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,125922,118765,,108094,98949,29118,,,,,,,,
01/15/2022,04021,2,Pinal County,AZ,97.7,273354,59.1,273330,62.5,266591,67.3,249072,69.1,83043,86,234884,50.8,234877,53.7,,,231211,58.4,216907,60.2,72441,75,71507,30.4,,,,,70869,32.7,54346,43,35423,48.9,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,462789,437450,,396110,360425,96566,,,,,,,,
01/15/2022,UNK,2,Unknown County,AZ,97.7,129238,0,129211,0,126070,0,121375,0,34405,0,96276,0,96271,0,,,94508,0,92224,0,23734,0,35291,36.7,,,,,35193,38.2,29183,59.8,22292,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
